Address,Neighborhood,Ward,Description,ZipCode,Usage,Lot Square Feet,ParcelId
5137 WABADA AV,Kingsway West,1,,63113,Vacant Lot,14.86,45040004900
5030 CLAXTON AV,Mark Twain,1,,63120,Vacant Lot,39.777093,50880000900
4875 SACRAMENTO AV,Penrose,1,,63115,Vacant Lot,240,43880605600
4879 SACRAMENTO AV,Penrose,1,,63115,Vacant Lot,240,43880605900
4853 SACRAMENTO AV,Penrose,1,,63115,Vacant Lot,240,43880604600
5225 WABADA AV,Kingsway West,1,,63113,Vacant Lot,285.1,45040006400
4913 TERRY AV,Kingsway East,1,,63115,Vacant Lot,288,44930202300
4909 ST LOUIS AV,Kingsway East,1,,63115,Vacant Lot,317.309142,52600002500
5053 TERRY AV,Kingsway West,1,,63115,Vacant Lot,427.42766,45000202200
3019 UNION BLVD,Wells / Goodfellow,1,2.5 Foot Wide Strip,63115,Vacant Lot,468.4295655,52470001250
2817 N KINGSHIGHWAY BLVD,Kingsway West,1,,63115,Vacant Lot,1049.9498715,45000103000
5135 BROWN AV,Mark Twain / I-70 Industrial,1,0.034 Acres,63115,Vacant Lot,1413.316298,43820500900
5031 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,1443.364649,50880005420
5033 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,1588.3765655,50880005410
4140 N EUCLID AV,Penrose,1,,63115,Vacant Lot,2054.0712005,43891105800
2910 ABNER PL,Wells / Goodfellow,1,,63120,Vacant Lot,2055.65,52460003100
4542 DURANT AV,Mark Twain,1,,63115,Vacant Lot,2127.7619015,57410000150
4111 WALBRIDGE PL,Penrose,1,,63115,Vacant Lot,2216.488965,43831702300
4970 LEE AV,Penrose,1,,63115,Vacant Lot,2249.946242,43832901000
4931 PENROSE ST,Penrose,1,,63115,Vacant Lot,2300.03364,43800401100
4911 FARLIN AV,Penrose,1,,63115,Vacant Lot,2331.8470935,43831602000
4207 N EUCLID AV,Penrose,1,,63115,Vacant Lot,2343.72,43800300900
4140 WALBRIDGE PL,Penrose,1,,63115,Vacant Lot,2378.680905,43831600700
4127 WALBRIDGE PL,Penrose,1,,63115,Vacant Lot,2383.5295985,43831701609
5447 SHREVE AV,Mark Twain,1,,63115,Vacant Lot,2422.706672,43930001800
3329 WILLIAM PL,Wells / Goodfellow,1,,63120,Vacant Lot,2477,45190102100
3311 WILLIAM PL,Wells / Goodfellow,1,,63120,Vacant Lot,2491.1617445,45190102700
4544 DURANT AV,Mark Twain,1,,63115,Vacant Lot,2570,57410000200
2718 UNION BLVD,Kingsway West,1,,63113,Vacant Lot,2574.9083565,45030503200
2722 UNION BLVD,Kingsway West,1,,63113,Vacant Lot,2583.9433415,45030503300
3315 ABNER PL,Wells / Goodfellow,1,,63120,Vacant Lot,2610.74,45190202400
3315 WILLIAM PL,Wells / Goodfellow,1,,63120,Vacant Lot,2615.5904595,45190102600
4138 WALBRIDGE PL,Penrose,1,,63115,Vacant Lot,2628.2704595,43831600600
4123 WALBRIDGE PL,Penrose,1,,63115,Vacant Lot,2648.858306,43831701800
3331 ABNER PL,Wells / Goodfellow,1,,63120,Vacant Lot,2652.23,45190201800
4971 LEAHY AV,Mark Twain,1,,63115,Vacant Lot,2658.4133305,54670001600
3409 WILLIAM PL,Wells / Goodfellow,1,,63120,Vacant Lot,2660.467312,45190101400
4136 CLARA PL,Penrose,1,,63115,Vacant Lot,2666.830198,43831701000
3329 ABNER PL,Wells / Goodfellow,1,,63120,Vacant Lot,2669.15,45190201900
4113 N EUCLID AV,Penrose,1,,63115,Vacant Lot,2670.041631,43831601500
2716 UNION BLVD,Kingsway West,1,,63113,Vacant Lot,2686.1750225,45030503100
3308 ABNER PL,Wells / Goodfellow,1,,63120,Vacant Lot,2699.38,45190100300
4968 LEE AV,Penrose,1,,63115,Vacant Lot,2699.9440925,43832901100
3333 ABNER PL,Wells / Goodfellow,1,,63120,Vacant Lot,2709.1,45190201700
3306 ABNER PL,Wells / Goodfellow,1,,63120,Vacant Lot,2758.55,45190100200
4970 LILBURN AV,Mark Twain,1,,63115,Vacant Lot,2759.4440005,54670002300
5097 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,2763.5515955,50870003800
4232 AUBERT AV,Penrose,1,,63115,Vacant Lot,2767,43800302100
4137 WALBRIDGE PL,Penrose,1,,63115,Vacant Lot,2776.688142,43831701300
5086 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,2791.3734575,50860003000
4918 ROSALIE ST,Mark Twain,1,,63115,Vacant Lot,2812.382434,54660004200
4925 ASHBY AV,Mark Twain,1,,63115,Vacant Lot,2812.432243,54660000400
5069 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,2818.7293535,50870004900
3308 WILLIAM PL,Wells / Goodfellow,1,,63120,Vacant Lot,2840.984743,52480500400
3407 ABNER PL,Wells / Goodfellow,1,,63120,Vacant Lot,2853.05,45190201400
3111 KIMBERLY AV,Wells / Goodfellow,1,,63120,Vacant Lot,2854.53776,52490001000
3327 ABNER PL,Wells / Goodfellow,1,,63120,Vacant Lot,2864.8,45190202000
2724 UNION BLVD,Kingsway West,1,,63113,Vacant Lot,2866.364531,45030503400
5352 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,2874.096738,50850001800
3328 WILLIAM PL,Wells / Goodfellow,1,,63120,Vacant Lot,2896.8510275,52480501000
5091 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,2899.650103,50870004100
3323 WILLIAM PL,Wells / Goodfellow,1,,63120,Vacant Lot,2924,45190102300
5015 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,2948.9913765,50870006500
3321 ABNER PL,Wells / Goodfellow,1,,63120,Vacant Lot,2959.19,45190202200
5307 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,2989,50830004950
5041 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,2990.0446185,50870005900
5075 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,2992.7537355,50880004100
5346 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,3023.900991,50840001400
5070 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,3035.187232,50870002600
5066 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,3036.016059,50870002500
5055 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,3045,50880004700
5344 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3045.3202855,50850001500
5072 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3047.045206,50860002500
4129 WALBRIDGE PL,Penrose,1,,63115,Vacant Lot,3049.7967685,43831701500
3332 WILLIAM PL,Wells / Goodfellow,1,,63120,Vacant Lot,3053.3609265,52480501200
5115 ST LOUIS AV,Kingsway West,1,,63115,Vacant Lot,3054,52290401500
5073 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,3060.4747765,50880004200
4215 N EUCLID AV,Penrose,1,,63115,Vacant Lot,3061.507721,43800300800
5062 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3064,50860002000
5058 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3083.744998,50860001800
4902 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,3084.8115705,50900000500
5076 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3103.9679455,50860002600
4220 AUBERT AV,Penrose,1,,63115,Vacant Lot,3118.249121,43800301700
5077 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,3120.4882635,50880004000
4908 CLAXTON AV,Mark Twain,1,,63120,Vacant Lot,3125.004515,55580000400
4956 CLAXTON AV,Mark Twain,1,,63120,Vacant Lot,3125.010845,55580002000
4906 CLAXTON AV,Mark Twain,1,,63120,Vacant Lot,3125.048666,55580000300
4942 CLAXTON AV,Mark Twain,1,,63120,Vacant Lot,3125.048666,55580001400
4950 CLAXTON AV,Mark Twain,1,,63120,Vacant Lot,3125.0692235,55580001800
4948 CLAXTON AV,Mark Twain,1,,63120,Vacant Lot,3125.0692235,55580001700
5079 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3128.9596945,50870004500
5044 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,3138.9446685,50870001700
5320 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3139.851557,50850000700
5034 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,3148.722489,50870001300
5350 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3161.018169,50850001700
1720 UNION BLVD,Kingsway West,1,,63113,Vacant Lot,3168.339024,45110004700
5054 RUSKIN AV,Mark Twain,1,,63115,Vacant Lot,3170.199703,57400001800
5038 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,3177.52359,50870001500
5067 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3179.461334,50870005000
4234 AUBERT AV,Penrose,1,,63115,Vacant Lot,3185.8038335,43800302200
5322 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3187,50850000800
5348 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3187,50850001600
4900 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3187,50910000200
5068 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3188,50860002300
4900 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,3188,50900000400
4119 N EUCLID AV,Penrose,1,,63115,Vacant Lot,3193.20162,43831601300
3115 UNION BLVD,Wells / Goodfellow,1,,63115,Vacant Lot,3199.1735775,52480600970
4935 LEXINGTON AV,Kingsway East,1,,63115,Vacant Lot,3243.7773635,44560003100
5442 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3250.072768,50800001300
5312 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3250.12,50850000500
4241 N EUCLID AV,Penrose,1,,63115,Vacant Lot,3255.238551,43800300100
4230 AUBERT AV,Penrose,1,,63115,Vacant Lot,3263.2093115,43800302000
5088 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3265.614612,50860003100
5336 LABADIE AV,Wells / Goodfellow,1,,63120,Vacant Lot,3279.0550945,52460000500
5337 N EUCLID AV,Mark Twain,1,L Shaped Parcel of Vacant Ground,63115,Vacant Lot,3279.8806475,54670004400
5039 RUSKIN AV,Mark Twain,1,,63115,Vacant Lot,3283.21243,50860005300
5360 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,3299.787435,50840001800
4848 CARTER AV,Penrose,1,,63115,Vacant Lot,3303.6049465,43910201600
5452 VERA AV,Mark Twain,1,,63115,Vacant Lot,3316.335901,43930003000
5446 VERA AV,Mark Twain,1,,63115,Vacant Lot,3317.3356595,43930002800
4101 N EUCLID AV,Penrose,1,,63115,Vacant Lot,3321.950343,43831601800
5378 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3324.647808,50850002600
5071 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3324.6658085,50870004800
1724 UNION BLVD,Kingsway West,1,,63113,Vacant Lot,3328.1029575,45110004800
3407 MARCUS AV,Kingsway East,1,,63115,Vacant Lot,3328.2966185,44590601600
5372 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,3336.6435735,50840002200
3411 MARCUS AV,Kingsway East,1,,63115,Vacant Lot,3343.798602,44590601500
5054 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3348.230259,50860001600
5332 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,3351.5185685,50840000900
5045 ST LOUIS AV,Kingsway West,1,,63115,Vacant Lot,3351.9489585,52290301600
4931 THEKLA AV,Mark Twain,1,,63115,Vacant Lot,3361.137071,54680000600
5323 RUSKIN AV,Mark Twain,1,,63115,Vacant Lot,3366.2375345,50850004600
5080 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3372.0022135,50860002700
4940 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3373.7732715,50910001200
5331 N EUCLID AV,Mark Twain,1,,63115,Vacant Lot,3486,54670004610
5332 LABADIE AV,Wells / Goodfellow,1,,63120,Vacant Lot,3486.0393525,52460000700
5361 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3489.7350515,50840003300
5082 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3494.562001,50860002800
5231 THEODOSIA AV,Kingsway West,1,,63113,Vacant Lot,3495.571104,45110003200
5341 N EUCLID AV,Mark Twain,1,,63115,Vacant Lot,3499.833643,54670004200
2726 UNION BLVD,Kingsway West,1,,63113,Vacant Lot,3529.6668185,45030503500
5334 LABADIE AV,Wells / Goodfellow,1,,63120,Vacant Lot,3531.727321,52460000600
5255 MAFFITT AV,Kingsway West,1,,63113,Vacant Lot,3540.5482065,50280002400
5257 MAFFITT AV,Kingsway West,1,,63113,Vacant Lot,3541.431937,50280002500
4934 ST LOUIS AV,Kingsway East,1,,63115,Vacant Lot,3542.685453,44930200900
4939 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3545.7406475,50900002200
5148 TERRY AV,Kingsway West,1,,63115,Vacant Lot,3562.380419,44990601000
5428 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3583.1061445,50800000900
3061 MARCUS AV,Kingsway East,1,,63115,Vacant Lot,3585.804455,44810303700
3405 MARCUS AV,Kingsway East,1,,63115,Vacant Lot,3598.642845,44590601700
5348 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,3612.4242155,50840001500
5038 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3613.096998,50860001200
5084 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3636.9292065,50860002900
4139 WALBRIDGE PL,Penrose,1,,63115,Vacant Lot,3645.088553,43831701200
5009 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3661.286544,50870006700
5036 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3662.9488105,50860001100
4711 ASHLAND AV,Kingsway East,1,,63115,Vacant Lot,3665.788318,44590601900
5131 TERRY AV,Kingsway West,1,,63115,Vacant Lot,3680.772027,44990503600
5424 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3694.645142,50800000800
3063 MARCUS AV,Kingsway East,1,,63115,Vacant Lot,3716.823259,44810303600
4729 ASHLAND AV,Kingsway East,1,,63115,Vacant Lot,3731.4636545,44590602400
5226 TERRY AV,Kingsway West,1,,63115,Vacant Lot,3733,50280001300
2921 UNION BLVD,Wells / Goodfellow,1,,63115,Vacant Lot,3750,52460001400
2919 UNION BLVD,Wells / Goodfellow,1,,63115,Vacant Lot,3750,52460001500
4100 CLARA PL,Penrose,1,,63115,Vacant Lot,3773.09,43831700100
4750 ROSALIE ST,Mark Twain,1,,63115,Vacant Lot,3828,43930001700
5143 COTE BRILLIANTE AV,Kingsway West,1,,63113,Vacant Lot,3828.820768,45060003800
5210 COTE BRILLIANTE AV,Kingsway West,1,,63113,Vacant Lot,3832.242391,45110001900
5258 COTE BRILLIANTE AV,Kingsway West,1,,63113,Vacant Lot,3842.6531195,45110000100
5206 TERRY AV,Kingsway West,1,,63115,Vacant Lot,3847.412008,44990600500
5219 THEODOSIA AV,Kingsway West,1,,63113,Vacant Lot,3861.272487,45110002800
5217 THEODOSIA AV,Kingsway West,1,,63113,Vacant Lot,3905.495347,45110002700
4857 PALM ST,Kingsway East,1,,63115,Vacant Lot,3908.921171,44540003300
5420 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3910.3107975,50800000600
5262 MAFFITT AV,Kingsway West,1,,63113,Vacant Lot,3921.1189705,45030500100
3335 ABNER PL,Wells / Goodfellow,1,,63120,Vacant Lot,3937.9,45190201600
5060 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,3942.6598815,50860001900
4757 GREER AV,Kingsway East,1,,63115,Vacant Lot,3945.4173385,44810306100
4941 ST LOUIS AV,Kingsway East,1,,63115,Vacant Lot,3981.674657,52600003600
2908 ARLINGTON AV,Wells / Goodfellow,1,,63120,Vacant Lot,3987,45180000100
4908 FARLIN AV,Penrose,1,,63115,Vacant Lot,3992.173177,54630001800
4759 GREER AV,Kingsway East,1,,63115,Vacant Lot,3993.78115,44810306200
5434 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,4011.0699875,50810000900
5348 LABADIE AV,Wells / Goodfellow,1,,63120,Vacant Lot,4012.797645,52460000100
5225 MAFFITT AV,Kingsway West,1,,63113,Vacant Lot,4016,44990605400
4909 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,4114.708228,50900002800
4918 FARLIN AV,Penrose,1,,63115,Vacant Lot,4114.9048655,54630001600
5233 NORTHLAND AV,Kingsway West,1,,63113,Vacant Lot,4118.0515555,45030501800
5242 ST LOUIS AV,Kingsway West,1,,63115,Vacant Lot,4124.845231,44980000600
5211 TERRY AV,Kingsway West,1,,63115,Vacant Lot,4132.3381275,44990505100
5246 TERRY AV,Kingsway West,1,,63115,Vacant Lot,4132.40915,50280000500
5056 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,4152.615235,50860001700
5315 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,4161.011877,50840004400
5052 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,4178.262868,50860001500
5430 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,4262.035901,50810000800
2926 UNION BLVD,Kingsway West,1,,63115,Vacant Lot,4274.5076365,61590001200
5215 TERRY AV,Kingsway West,1,,63115,Vacant Lot,4274.762229,44990505200
5151 TERRY AV,Kingsway West,1,,63115,Vacant Lot,4274.855376,44990504500
5204 TERRY AV,Kingsway West,1,,63115,Vacant Lot,4274.9066345,44990600600
5060 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,4301.0674935,50870002200
4935 PENROSE ST,Penrose,1,,63115,Vacant Lot,4312.53012,43800401300
4544 CLAXTON AV,Mark Twain,1,,63120,Vacant Lot,4312.539971,50890000300
5465 RUSKIN AV,Mark Twain,1,,63115,Vacant Lot,4387.5,50800002500
4136 N EUCLID AV,Penrose,1,,63115,Vacant Lot,4412.5247155,43891105700
4933 ST LOUIS AV,Kingsway East,1,,63115,Vacant Lot,4428.901646,52600003300
5436 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,4496.137132,50810001000
3016 N EUCLID AV,Kingsway East,1,,63115,Vacant Lot,4496.3338985,44811001800
4964 FARLIN AV,Penrose,1,,63115,Vacant Lot,4510.7950735,54630000100
5230 GREER AV,Kingsway West,1,,63115,Vacant Lot,4536.758831,61580000600
4115 N EUCLID AV,Penrose,1,,63115,Vacant Lot,4558.1674065,43831601400
5328 LABADIE AV,Wells / Goodfellow,1,,63120,Vacant Lot,4570.1896075,52460000800
4926 CLAXTON AV,Mark Twain,1,,63120,Vacant Lot,4687.573455,55580000900
5210 TERRY AV,Kingsway West,1,,63115,Vacant Lot,4702,44990600400
4146 N EUCLID AV,Penrose,1,,63115,Vacant Lot,4710.569147,43891100100
5220 PALM ST,Kingsway West,1,,63115,Vacant Lot,4716.047138,59500000700
3303 ABNER PL,Wells / Goodfellow,1,,63120,Vacant Lot,4718.5,45190202800
5237 ASHLAND AV,Kingsway West,1,,63115,Vacant Lot,4900.081014,59510002400
5226 NATURAL BRIDGE AV,Kingsway West,1,,63115,Vacant Lot,4908.687361,59490000250
5027 MAFFITT AV,Kingsway West,1,,63113,Vacant Lot,4919.296848,45000101700
3012 ARLINGTON AV,Wells / Goodfellow,1,,63120,Vacant Lot,4935.012646,45180001200
5055 TERRY AV,Kingsway West,1,,63115,Vacant Lot,4987.606881,45000202300
5466 N EUCLID AV,Mark Twain,1,,63115,Vacant Lot,4988,43940101400
4910 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,5004.91261,50900000700
4950 ROSALIE ST,Mark Twain,1,,63115,Vacant Lot,5062.269883,54660003200
2938 ARLINGTON AV,Wells / Goodfellow,1,,63120,Vacant Lot,5130.6020605,45180000600
4898 KOSSUTH AV,Penrose,1,,63115,Vacant Lot,5218.7044945,43890200100
3034 ARLINGTON AV,Wells / Goodfellow,1,,63120,Vacant Lot,5220.8238815,45180002000
4914 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,5224.430385,50900000800
3320 ABNER PL,Wells / Goodfellow,1,,63120,Vacant Lot,5251.96,45190100600
3018 ARLINGTON AV,Wells / Goodfellow,1,,63120,Vacant Lot,5310.9858625,45180001400
3310 ABNER PL,Wells / Goodfellow,1,,63120,Vacant Lot,5311.22,45190100400
4800 PALM ST,Kingsway East,1,,63115,Vacant Lot,5312.9997825,44530002250
4954 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,5327.278369,50900001700
2940 ARLINGTON AV,Wells / Goodfellow,1,,63120,Vacant Lot,5328.608403,45180000700
5203 THEODOSIA AV,Kingsway West,1,,63113,Vacant Lot,5338.310711,45110002200
4135 WALBRIDGE PL,Penrose,1,,63115,Vacant Lot,5390.680231,43831701400
3319 ABNER PL,Wells / Goodfellow,1,,63120,Vacant Lot,5468.61,45190202300
3718 N EUCLID AV,Penrose,1,,63115,Vacant Lot,5475.8787315,56210004400
4118 CLARA PL,Penrose,1,,63115,Vacant Lot,5487.9801315,43831700500
5395 ST LOUIS AV,Wells / Goodfellow,1,,63120,Vacant Lot,5540.9544265,45180006100
5448 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,5566.9979725,50800001500
5029 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,5629.25691,50880005600
5051 TERRY AV,Kingsway West,1,,63115,Vacant Lot,5700.104543,45000202100
3316 WILLIAM PL,Wells / Goodfellow,1,,63120,Vacant Lot,5749.7024945,52480500800
1726 UNION BLVD,Kingsway West,1,,63113,Vacant Lot,5828.6052195,45110004900
5258 ST LOUIS AV,Kingsway West,1,,63115,Vacant Lot,5835.303878,44980000200
5363 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,5976.031597,50830003600
5059 TERRY AV,Kingsway West,1,,63115,Vacant Lot,5985.0691315,45000202400
5303 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,5996,50830005000
5106 WABADA AV,Kingsway West,1,,63113,Vacant Lot,6014.152588,45050003300
4947 PALM ST,Kingsway East,1,,63115,Vacant Lot,6021.492042,44550002250
4905 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,6048.57268,50900002900
5019 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,6140.313299,50870006300
4775 GREER AV,Kingsway East,1,,63115,Vacant Lot,6140.39442,44810306700
5303 RUSKIN AV,Mark Twain,1,,63115,Vacant Lot,6186.102392,50850005150
5206 COTE BRILLIANTE AV,Kingsway West,1,,63113,Vacant Lot,6187.825063,45110002000
5236 LABADIE AV,Kingsway West,1,,63115,Vacant Lot,6195.8110305,61590001450
5324 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,6245.279628,50850000900
4951 PALM ST,Kingsway East,1,,63115,Vacant Lot,6254.169126,44550002350
5041 RUSKIN AV,Mark Twain,1,,63115,Vacant Lot,6261.127755,50860005200
5033 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,6268.45774,50870006000
5351 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,6292.2463605,50840003500
5318 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,6320.8634155,50850000600
5350 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,6353.9860815,50840001600
5244 LABADIE AV,Kingsway West,1,,63115,Vacant Lot,6365.6568585,61590001300
4963 PALM ST,Kingsway East,1,,63115,Vacant Lot,6432.390909,44550002500
1929 N KINGSHIGHWAY BLVD,Kingsway West,1,Fenced Vacant Lot,63113,Vacant Lot,6506,45060002700
4217 AUBERT AV,Penrose,1,,63115,Vacant Lot,6528.7827065,43800401000
5331 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,6535.1453815,50840003900
5339 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,6586.2177945,50840003800
5200 PALM ST,Kingsway West,1,,63115,Vacant Lot,6613.3375115,59500001107
5119 COTE BRILLIANTE AV,Kingsway West,1,,63113,Vacant Lot,6618.1711425,45060003500
5232 LABADIE AV,Kingsway West,1,,63115,Vacant Lot,6622.630743,61590001500
5359 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,6625.0853485,50840003400
5345 RUSKIN AV,Mark Twain,1,,63115,Vacant Lot,6654.889049,50850004100
4957 PALM ST,Kingsway East,1,,63115,Vacant Lot,6680.957209,44550002400
4839 BESSIE AV,Penrose,1,,63115,Vacant Lot,6686,43903103700
5007 GERALDINE AV,Mark Twain,1,,63115,Vacant Lot,6747.55,50870006800
5407 RUSKIN AV,Mark Twain,1,,63115,Vacant Lot,6750.1454225,50800004000
5302 QUEENS AV,Mark Twain,1,,63115,Vacant Lot,6900,51400000100
2848 UNION BLVD,Kingsway West,1,,63115,Vacant Lot,7110.18045,44980002800
5083 UNION BLVD,Mark Twain,1,,63115,Vacant Lot,7192.5586745,50880003950
5421 N EUCLID AV,Mark Twain,1,,63115,Vacant Lot,7499.6782495,52610004100
5053 ST LOUIS AV,Kingsway West,1,,63115,Vacant Lot,7632.168796,52290302000
5115 COTE BRILLIANTE AV,Kingsway West,1,,63113,Vacant Lot,8264.125101,45060003450
5125 LABADIE AV,Kingsway West,1,,63115,Vacant Lot,8493.6679265,52300401400
5201 PALM ST,Kingsway West,1,,63115,Vacant Lot,9494.313989,59490000600
2852 UNION BLVD,Kingsway West,1,,63115,Vacant Lot,9962.7067035,44980002900
5054 TERRY AV,Kingsway West,1,,63115,Vacant Lot,9975.1107,45000100100
3402 ARLINGTON AV,Wells / Goodfellow,1,,63120,Vacant Lot,10311.204098,45190201100
3312 ARLINGTON AV,Wells / Goodfellow,1,,63120,Vacant Lot,10475,45190200200
3012 UNION BLVD,Kingsway West,1,,63115,Vacant Lot,10519.496213,61580000900
2934 ARLINGTON AV,Wells / Goodfellow,1,,63120,Vacant Lot,10683.5346675,45180000500
5155 ST LOUIS AV,Kingsway West,1,,63115,Vacant Lot,10683.6517335,44970601300
5267 THEODOSIA AV,Kingsway West,1,,63113,Vacant Lot,12115.532419,45110004400
5131 GREER AV,Kingsway West,1,,63115,Vacant Lot,12936,52310402700
3320 UNION BLVD,Kingsway West,1,,63115,Vacant Lot,14153.8530695,59520002107
2916 ARLINGTON AV,Wells / Goodfellow,1,,63120,Vacant Lot,19186.447402,45180000200
825 CANAAN AV,Baden,2,,63147,Vacant Lot,16.9624395,54010001750
8271 NEWBY ST,Baden,2,,63147,Vacant Lot,300,42460001600
8314 HALLS FERRY RD,Baden,2,,63147,Vacant Lot,403.030019,42790000120
8450 CONCORD PL,Baden,2,,63147,Vacant Lot,456.43953,56370000200
8412 LOWELL LA,Baden,2,,63147,Vacant Lot,531.3945065,42930003200
1037 WALL ST,Baden,2,,63147,Vacant Lot,663,52760005700
809 GRAPE AV,Baden,2,,63147,Vacant Lot,831.708338,56370004500
8439 CHURCH RD,Baden,2,,63147,Vacant Lot,980,42480501400
1440 E COLLEGE AV,College Hill,2,,63107,Vacant Lot,1125,33880001750
3113 N 11TH ST,Near North Riverfront,2,0.031 Acres,63147,Vacant Lot,1233.265335,11490001050
8110 CHURCH RD,Baden,2,Rear Parcel,63147,Vacant Lot,1430.088102,42550001800
1200 CANAAN AV,Baden,2,,63147,Vacant Lot,1527.790893,42870301300
8427 HALLS FERRY RD,Baden,2,,63147,Vacant Lot,1683.577501,42530000400
447 ANTELOPE ST,Baden,2,,63147,Vacant Lot,1703.647743,42320003500
1152 HOWELL ST,Baden,2,,63147,Vacant Lot,1935,54330000850
4618 VON PHUL ST,College Hill,2,,63107,Vacant Lot,1962.1198355,24690100400
4620 VON PHUL ST,College Hill,2,,63107,Vacant Lot,1980.153196,24690100500
8236 CHURCH RD,Baden,2,0.454 Acres,63147,Vacant Lot,2073.3360445,42540001250
1436 E PRAIRIE AV,College Hill,2,,63107,Vacant Lot,2111.868728,33110000600
8214 CHURCH RD,Baden,2,,63147,Vacant Lot,2183.5432015,42540002750
