Address,Neighborhood,Ward,Description,ZipCode,Usage,Lot Square Feet,ParcelId
4517 ALICE AV,O'Fallon,21,2 Story Brick Residence,63115,Residential,4308,35470004500
2136 ADELAIDE AV,O'Fallon,21,2 Story Brick Two Family Flat,63107,Residential,4346,35430000300
4448 ATHLONE AV,O'Fallon,21,2 Story Brick Residence,63115,Residential,4350,35630001300
4225 W SACRAMENTO AV,O'Fallon,21,2 Story Brick Four Family Flat,63115,Residential,4415,36100001900
4427 RED BUD AV,O'Fallon,21,2 Story Brick Two Family Flat,63115,Residential,4425,35630002100
4625 LEE AV,Penrose,21,1 Story Brick Residence,63115,Residential,4440,44140403100
3611 MARCUS AV,Kingsway East,21,1 Story Stone Residence,63115,Residential,4625.0983265,44510000907
5211 EMILY ST,College Hill,21,2 Story Brick Four Family Flat,63107,Residential,4628.3773235,33930002300
4626 POPE AV,O'Fallon,21,2 Story Brick Two Family Flat,63115,Residential,4648,35540000900
4429 HOLLY AV,O'Fallon,21,2 Story Brick Two Family Flat,63115,Residential,4650,35610004000
4234 W SACRAMENTO AV,O'Fallon,21,2 Story Brick Four Family Flat,63115,Residential,4804,36090000200
4222 W MARGARETTA AV,O'Fallon,21,2 Story Frame Residence,63115,Residential,4812,36110000600
4414 ATHLONE AV,O'Fallon,21,2 Story Brick Two Family Flat,63115,Residential,4819,35630000400
4455 BESSIE AV,Penrose,21,2 Story Frame Residence,63115,Residential,4860,44161604200
4429 ANDERSON AV,Penrose,21,1 Story Frame Residence,63115,Residential,4861,44160502800
3812 HARRIS AV,O'Fallon,21,1.5 Story Brick Residence,63115,Residential,5001,36010002500
4452 KOSSUTH AV,Penrose,21,2 Story Brick and Frame Residence,63115,Residential,5048,44110100700
4565 POPE AV,Penrose,21,2 Story Brick Residence,63115,Residential,5069,35590001200
4439 PENROSE ST,Penrose,21,1 Story Frame Residence,63115,Residential,5159.409,44161704500
4429 HARRIS AV,O'Fallon,21,2 Story Brick Two Family Flat,63115,Residential,5162,35640001800
4351 PENROSE ST,O'Fallon,21,2 Story Brick Four Family Flat,63115,Residential,5204.999089,35700005400
4642 CARRIE AV,Penrose,21,2 Story Brick Two Family Flat,63115,Residential,5221,35550201200
4460 ANDERSON AV,Penrose,21,1 Story Brick Residence,63115,Residential,5262.0919085,44161600900
3939 N TAYLOR AV,Penrose,21,2 Story Brick Four Family Flat,63115,Residential,5280,44100200900
4109 W KOSSUTH AV,O'Fallon,21,2 Story Brick Two Family Flat,63115,Residential,5387,44280002600
4028 CORA AV,Penrose,21,1 Story Brick Residence,63115,Residential,5476,44060300600
4121 CLAY AV,O'Fallon,21,1 Story Brick Residence,63115,Residential,5523,44290003600
2105 LINTON AV,College Hill,21,2 Story Brick Four Family Flat,63107,Residential,5582.7970035,33920001700
4610 CARTER AV,Penrose,21,1 Story Brick Residence/Plus 30 Foot Lot,63115,Residential,5700,44150901000
4458 MARGARETTA AV,Penrose,21,2 Story Brick Two Family Flat,63115,Residential,5798.765181,44100100900
4032 CAMELLIA AV,Penrose,21,1 Story Brick Residence,63115,Residential,5850,44110104600
4202 LEE AV,O'Fallon,21,2 Story Brick Four Family Flat,63115,Residential,5894.7,44280000100
4422 PENROSE ST,Penrose,21,2 Story Frame Residence,63115,Residential,5956,44130003200
2109 DESOTO AV,College Hill,21,1 Story Frame Residence,63107,Residential,6104.07157,33570001950
4000 CORA AV,Penrose,21,2 Story Brick Four Family Flat,63115,Residential,6572,44060300100
4419 HARRIS AV,O'Fallon,21,2 Story Brick Two Family Flat,63115,Residential,6637,35640002100
2119 E COLLEGE AV,College Hill,21,2 Story Brick Four Family Flat,63107,Residential,6776,33990006100
5212 EMILY ST,College Hill,21,1 Story Frame Residence,63107,Residential,6875,33920000300
4137 SACRAMENTO AV,O'Fallon,21,1 Story Brick Residence,63115,Residential,6879,36010002400
4450 CARTER AV,Penrose,21,1 Story Brick Residence,63115,Residential,7000,44160500800
4316 DRYDEN CT,Penrose,21,1 Story Brick Residence,63115,Residential,7006,35570100400
2145 E COLLEGE AV,College Hill,21,Two 2 Story Brick Two Family Flats,63107,Residential,7340.362724,33980002000
4731 PALM ST,Kingsway East,21,2 Story Brick Four Family Flat,63115,Residential,7500,44510001500
2003 ALICE AV,O'Fallon,21,2 Story Brick Two Family Flat,63107,Residential,7781.411672,35380001500
4582 POPE AV,O'Fallon,21,2 Story Brick Two Family Flat,63115,Residential,7864,35600002400
2127 E COLLEGE AV,College Hill,21,1 Story Brick Residence,63107,Residential,8225,33990006300
1505 DESOTO AV,College Hill,21,2 Story Brick Six Family Flat,63107,Residential,8377.934,33590002200
2146 E COLLEGE AV,College Hill,21,2 Story Brick Four Family Flat,63107,Residential,11160,33930001900
5943 LOTUS AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,1908,49970004400
5643 PAGE BLVD,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,1926,38160702900
5645 PAGE BLVD,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,1937.6031805,38160703000
6107 ELLA AV,Hamilton Heights,22,2 Story Brick Residence,63133,Residential,2494.5742,38400001000
5750 MAFFITT AV,Wells / Goodfellow,22,1 Story Frame Residence,63112,Residential,2539.909372,52010000400
5739 KENNERLY AV,Wells / Goodfellow,22,1 Story Frame Residence,63112,Residential,2544.410626,52010007100
5752 COTE BRILLIANTE AV,Wells / Goodfellow,22,2 Story Brick Residence,63112,Residential,2580,48270000400
5659 MAFFITT AV,Wells / Goodfellow,22,1 Story Frame Residence,63112,Residential,2625,52020005100
5649 MAFFITT AV,Wells / Goodfellow,22,2 Story Brick Residence,63112,Residential,2625,52020004700
5610 HIGHLAND AV,Wells / Goodfellow,22,1.5 Story Frame Residence,63112,Residential,2625,51990003900
5516 WABADA AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,2650,45280001800
5655 KENNERLY AV,Wells / Goodfellow,22,1 Story Frame Residence,63112,Residential,2704.3785815,52010005400
5734 HIGHLAND AV,Wells / Goodfellow,22,1 Story Frame Residence,63112,Residential,2711.238892,51990001100
5529 MAFFITT AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,2735,45340007300
5531 MAFFITT AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,2735,45340007400
1963 ARLINGTON AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,2750,45220003100
5379 COTE BRILLIANTE AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,2750,45140005000
5522 LABADIE AV,Wells / Goodfellow,22,2 Story Brick and Frame Residence,63120,Residential,2787.282628,52800000800
2525 CHESTER ST,Wells / Goodfellow,22,1 Story Frame Residence,63112,Residential,2794.4632835,45161102100
2523 CHESTER ST,Wells / Goodfellow,22,1.5 Story Frame Residence,63112,Residential,2800,45161102200
5660 ROOSEVELT PL,Wells / Goodfellow,22,1 Story Frame Residence,63120,Residential,2809.9376175,52430002400
5948 HIGHLAND AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,2812.230488,49960001300
5923 LOTUS AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,2825,49970003600
5955 LOTUS AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,2825,49970004900
5956 LOTUS AV,Wells / Goodfellow,22,2 Story Brick Residence,63112,Residential,2841.8557225,49980001100
5836 COTE BRILLIANTE AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,2862.332364,49910002200
1321 BLACKSTONE AV,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,2874,38161002200
1360 BURD AV,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,2881,38070700200
5971 HIGHLAND AV,Wells / Goodfellow,22,2 Story Brick Residence,63112,Residential,2884,49950004700
1405 GRANVILLE PL,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,2884,38060703500
5975 COTE BRILLIANTE AV,Wells / Goodfellow,22,2.5 Story Brick Residence,63112,Residential,2884.462645,49980005100
5763 ROOSEVELT PL,Wells / Goodfellow,22,1 Story Brick Residence,63120,Residential,2886.3406325,52440008000
5508 GREER AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63120,Residential,2918.052669,52810001500
1426 GRANVILLE PL,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,2926,38060801100
5722 COTE BRILLIANTE AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,2938,48270001250
3041 SEMPLE AV,Wells / Goodfellow,22,1 Story Brick Residence,63120,Residential,2947.392633,48220002150
1428 BELT AV,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,2962.1962525,38030401100
1370 GRANVILLE PL,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,2965,38070800500
1374 GOODFELLOW BLVD,Hamilton Heights,22,2.5 Story Brick Residence,63112,Residential,2975,38170900700
5647 WELLS AV,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,2986.6599235,38190303100
1364 MONTCLAIR AV,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,2990,38071000400
1367 MONTCLAIR AV,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,2990,38070902600
1365 MONTCLAIR AV,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,2990,38070902700
1276 GOODFELLOW BLVD,West End,22,2 Story Brick Residence,63112,Residential,2990,38150900800
5826 COTE BRILLIANTE AV,Wells / Goodfellow,22,2.5 Story Brick Two Family Flat,63112,Residential,2990.0701985,49910002600
5957 PAGE BLVD,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,2991,38340604400
1365 GRANVILLE PL,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,3000,38070702900
5828 COTE BRILLIANTE AV,Wells / Goodfellow,22,2 Story Brick Residence,63112,Residential,3003.108768,49910002500
5543 LABADIE AV,Wells / Goodfellow,22,1 Story Frame Residence,63120,Residential,3012,52810003300
5507 LABADIE AV,Wells / Goodfellow,22,1 Story Frame Residence,63120,Residential,3012,52810002100
5944 HIGHLAND AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,3012,49960001400
5553 GREER AV,Wells / Goodfellow,22,1 Story Frame Residence,63120,Residential,3012,52820003050
5328 COTE BRILLIANTE AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,3037,45130201700
1410 LAUREL ST,Hamilton Heights,22,1 Story Brick Residence,63112,Residential,3042,38210300100
5529 LABADIE AV,Wells / Goodfellow,22,1 Story Frame Residence,63120,Residential,3044.4792005,52810002700
1222 SHAWMUT PL,West End,22,2 Story Brick Residence,63112,Residential,3047,38151000600
5753 THEODOSIA AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,3060,48270008000
5847 LOTUS AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,3062.57232,49930004700
5342 LOTUS AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,3075,45140001100
5347 COTE BRILLIANTE AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,3080,45140003800
5350 LOTUS AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,3080,45140000800
1419 BLACKSTONE AV,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,3081,38181002400
2617 HODIAMONT AV,Wells / Goodfellow,22,2 Story Brick Residence,63112,Residential,3087,50780000300
5844 COTE BRILLIANTE AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,3095.4419455,49910001900
5969 ROMAINE PL,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,3108,38350505200
5976 ROMAINE PL,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,3108,38350600200
5916 HIGHLAND AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,3108.354814,49960002200
5959 MINERVA AV,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,3109,38350603100
1516 HAMILTON AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,3110,49900004600
5951 HAMILTON TERR,Hamilton Heights,22,2 Story Brick/Stone Front Residence,63112,Residential,3114,38340504600
1606 GOODFELLOW BLVD,Wells / Goodfellow,22,2 Story Brick Residence,63112,Residential,3129,48270008200
5533 ST LOUIS AV,Wells / Goodfellow,22,1.5 Story Frame Residence,63120,Residential,3135.464431,52800002900
5523 ST LOUIS AV,Wells / Goodfellow,22,2 Story Frame Residence,63120,Residential,3145.791542,52800002500
5822 WABADA AV,Wells / Goodfellow,22,2 Story Brick Residence,63112,Residential,3149,49930002300
5824 COTE BRILLIANTE AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,3158.4111125,49910002700
1368 SHAWMUT PL,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,3196.50153,38171000600
5524 LABADIE AV,Wells / Goodfellow,22,1 Story Brick Residence,63120,Residential,3201.0987505,52800000700
1243 BLACKSTONE AV,West End,22,2 Story Brick Residence,63112,Residential,3237,38151001900
1417 GOODFELLOW BLVD,Hamilton Heights,22,3 Story Brick Residence,63112,Residential,3267.145862,38210302000
1436 HAMILTON BLVD,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,3298,38210401200
1275 AMHERST PL,West End,22,2 Story Brick Residence,63112,Residential,3330,38331804800
1342 GOODFELLOW BLVD,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,3332,38160901000
1411 LAUREL ST,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,3332,38210002100
1356 MONTCLAIR AV,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,3332,38071000200
5928 KENNERLY AV,Wells / Goodfellow,22,2 Story Brick Residence,63112,Residential,3352.898346,49950001600
5331 THEODOSIA AV,Wells / Goodfellow,22,2 Story Frame Residence,63112,Residential,3369.0239435,45130103300
5575 ST LOUIS AV,Wells / Goodfellow,22,1 Story Frame Residence,63120,Residential,3394.127618,52420002100
5922 HIGHLAND AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,3407.5543905,49960002000
5808 COTE BRILLIANTE AV,Wells / Goodfellow,22,2 Story Brick Residence,63112,Residential,3408.888048,49910003100
1610 GOODFELLOW BLVD,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,3418,48270008300
5351 WABADA AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63112,Residential,3432.54,45160202600
1910 CLARA AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,3525,45310000400
1325 TEMPLE PL,Hamilton Heights,22,2.5 Story Brick Residence,63112,Residential,3559.71298,38160702100
5885 MINERVA AV,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,3584,38220605000
5318 ST LOUIS AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63120,Residential,3584,55550001000
1329 TEMPLE PL,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,3585,38160702000
5879 MINERVA AV,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,3587.1462045,38220604800
1367 TEMPLE PL,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,3607,38170702900
2321 UNION BLVD,Wells / Goodfellow,22,2 Story Brick Residence,63113,Residential,3645,45150002700
5475 ST LOUIS AV,Wells / Goodfellow,22,1 Story Frame Residence,63120,Residential,3685,48220005100
5362 LOTUS AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,3763,45140000300
5934 KENNERLY AV,Wells / Goodfellow,22,2 Story Brick Residence,63112,Residential,3778,49950001400
5716 ST LOUIS AV,Wells / Goodfellow,22,1.5 Story Brick Residence,63120,Residential,3790,52440001300
3409 BELT AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63120,Residential,3809.5680035,59310002400
1170 HODIAMONT AV,West End,22,2 Story Brick Two Family Flat,63112,Residential,3812.9416625,38310004200
5838 LOTUS AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,3822,49920002100
5821 HIGHLAND AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,3825,55520003000
5869 HIGHLAND AV,Wells / Goodfellow,22,1.5 Story Brick Residence,63112,Residential,3825,55520004700
5710 KENNERLY AV,Wells / Goodfellow,22,1 Story Frame Residence,63112,Residential,3835,52000001800
1308 TEMPLE PL,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,3895,38160800200
1315 LAUREL ST,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,3900,38230401100
1458 LAUREL ST,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,3927,53060000200
1410 GOODFELLOW BLVD,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,3927,38180900400
5962 WABADA AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,3955,49970000700
3335 BELT AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63120,Residential,3960,59320002100
1469 LAUREL ST,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,3990,53070002000
1484 LAUREL ST,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,3994,53060001100
1308 BLACKSTONE AV,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,4018,38160700200
1942 ARLINGTON AV,Wells / Goodfellow,22,1.5 Story Frame Residence,63112,Residential,4032,45150005400
5711 TERRY AV,Wells / Goodfellow,22,1 Story Brick Residence,63120,Residential,4050,52430006400
5709 TERRY AV,Wells / Goodfellow,22,1 Story Brick Residence,63120,Residential,4050,52430006300
1221 GOODFELLOW BLVD,West End,22,2.5 Story Brick Residence,63112,Residential,4052,38250002100
1437 AMHERST TER,Hamilton Heights,22,1 Story Brick Residence,63112,Residential,4081,38360005300
1398 BLACKSTONE AV,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,4114,38170701600
2740 SEMPLE AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,4140.0667525,48250000600
5706 LABADIE AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,4150.200814,52370001300
1483 GOODFELLOW BLVD,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,4181.436643,53060001800
5715 TERRY AV,Wells / Goodfellow,22,1 Story Brick Residence,63120,Residential,4186.8118565,52430006500
3030 BELT AV,Wells / Goodfellow,22,1 Story Frame Residence,63120,Residential,4192.0982035,48220001700
1968 CLARA AV,Wells / Goodfellow,22,2 Story Brick Residence,63112,Residential,4230,45310002100
1923 SEMPLE AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,4250,45250003900
1332 LAUREL ST,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,4275,38230301100
5614 WABADA AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,4288.115016,49140003600
2537 SEMPLE AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,4312,45240003500
2827 SEMPLE AV,Wells / Goodfellow,22,1 Story Frame Residence,63120,Residential,4317,48240004700
2739 ARLINGTON AV,Wells / Goodfellow,22,1 Story Frame Residence,63112,Residential,4317.1829285,48250004800
2734 BELT AV,Wells / Goodfellow,22,1 Story Frame Residence,63112,Residential,4318,48240000600
1412 GOODFELLOW BLVD,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,4336.953908,38180900500
1267 AMHERST PL,West End,22,2 Story Brick Four Family Flat,63112,Residential,4384,38331804600
5895 ROMAINE PL,Hamilton Heights,22,2.5 Story Brick Residence,63112,Residential,4425.8878735,38220506200
5832 TERRY AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat-Fire Damaged,63120,Residential,4428,60970001600
1601 ARLINGTON AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,4443.5081795,45210002600
5656 LABADIE AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,4454.4898925,52370001800
3315 ARLINGTON AV,Wells / Goodfellow,22,1 Story Frame Resdience,63120,Residential,4500,45200004400
1465 HAMILTON AV,Hamilton Heights,22,2 Story Brick Residence,63112,Residential,4501.765462,38370001900
1281 OAK CT,West End,22,2 Story Brick Residence,63112,Residential,4530,38331806700
5454 ST LOUIS AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,4543,48240003600
5450 ST LOUIS AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,4544,48240003650
5820 TERRY AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,4560.4323835,60970001900
2626 BURD AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63112,Residential,4615,45290001100
2635 CLARA AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,4710.549327,52010003500
3304 SEMPLE AV,Wells / Goodfellow,22,1.5 Story Frame Residence,63120,Residential,4732,45200000200
5653 ST LOUIS AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,4733.8123755,52370005000
1405 BURD AV,Hamilton Heights,22,2 Story Brick Four Family Flat,63112,Residential,4740,38061002300
2823 BELT AV,Wells / Goodfellow,22,1 Story Frame Residence,63120,Residential,4750,45340005100
5742 WABADA AV,Wells / Goodfellow,22,1 Story Frame Residence,63112,Residential,4800,49140000600
5743 LOTUS AV,Wells / Goodfellow,22,2 Story Brick Residence,63112,Residential,4800,49140007000
5551 ASHLAND AV,Wells / Goodfellow,22,2 Story Brick Two Family Flat,63120,Residential,4882.3744835,59320003300
5701 ST LOUIS AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,4902.225718,52370005300
5555 ASHLAND AV,Wells / Goodfellow,22,2 Story Brick Residence,63120,Residential,4914,59320003400
5936 JULIAN AV,West End,22,2 Story Concrete Block Residence,63112,Residential,4921,29870008300
5547 ASHLAND AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,4973.6117775,59320003200
5826 KENNERLY AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63112,Residential,4993.5155555,55520001800
1940 ARLINGTON AV,Wells / Goodfellow,22,2 Story Brick Residence,63112,Residential,5040,45150005300
2712 CLARA AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,5064.3640145,52540000100
1935 SEMPLE AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,5100,45250003500
5961 RIDGE AV,Hamilton Heights,22,2 Story Brick Two Famiy Flat,63112,Residential,5137,38360003300
5865 ROOSEVELT PL,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,5157.2422315,60990003400
3407 ARLINGTON AV,Wells / Goodfellow,22,2 Story Brick Residence,63120,Residential,5158.649128,45200003600
5572 ASHLAND AV,Wells / Goodfellow,22,2 Story Brick 8 Unit Apartment,63120,Residential,5161.15,52820004500
5867 TERRY AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,5181.000903,60980003600
5708 LOTUS AV,Wells / Goodfellow,22,1 Story Frame Residence,63112,Residential,5208.589321,49130000800
5709 KENNERLY AV,Wells / Goodfellow,22,1 Story Frame Residence,63112,Residential,5250,52010005900
5863 TERRY AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,5250,60980003500
5854 TERRY AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,5252,60970001000
5748 COTE BRILLIANTE AV,Wells / Goodfellow,22,2 Story Brick Residence,63112,Residential,5288,48270000500
1625 SEMPLE AV,Wells / Goodfellow,22,2 Story Frame Residence,63112,Residential,5409.1583005,45260002400
5815 TERRY AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,5450.4066475,60980002500
5618 LABADIE AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,5508,52370002800
5917 PAGE BLVD,Hamilton Heights,22,2.5 Story Brick Residence,63112,Residential,5516,38340603200
5543 ASHLAND AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,5544,59320003100
2529 CHESTER ST,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63112,Residential,5560,45161101900
2801 CLARA AV,Wells / Goodfellow,22,1 Story Frame Residence,63120,Residential,5699,52430004500
5836 THEODOSIA AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63112,Residential,5703.2662675,49900001500
5973 HIGHLAND AV,Wells / Goodfellow,22,2 Story Brick Four Famiy Flat,63112,Residential,5769,49950004800
5887 DR MARTIN LUTHER KING DR,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63112,Residential,5776.854328,49900004200
5819 TERRY AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,5795.732053,60980002600
2924 BELT AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,5823.7531415,48220000400
5854 WABADA AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63112,Residential,5921.5321975,49930001200
5862 COTE BRILLIANTE AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63112,Residential,5940,49910001300
5539 ASHLAND AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,5955.9526405,59320003000
1490 BLACKSTONE AV,Hamilton Heights,22,2 Story Brick Four Family Flat,63112,Residential,5999.6451795,54380003800
5540 ASHLAND AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,6048.63,52820000700
2516 ARLINGTON AV,Wells / Goodfellow,22,1 Story Frame Residence,63112,Residential,6081.735087,45161100100
5536 ASHLAND AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,6113.8,52820000800
5831 LOTUS AV,Wells / Goodfellow,22,2 Story Brick Residence,63112,Residential,6324,49930003950
5853 THEODOSIA AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63112,Residential,6458.960584,49910004800
2832 SEMPLE AV,Wells / Goodfellow,22,2 Story Brick Residence,63120,Residential,6562,48250001600
5544 ASHLAND AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,7129.99,52820000600
2815 ARLINGTON AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,7251.60347,48250004200
2811 ARLINGTON AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,7251.9371855,48250004300
5556 ASHLAND AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,7386.1916105,52820000300
5548 ASHLAND AV,Wells / Goodfellow,22,2 Story Brick Four Family Flat,63120,Residential,7587.96,52820000500
2510 SEMPLE AV,Wells / Goodfellow,22,1 Story Brick Two Family,63112,Residential,7762,45230000200
2809 SEMPLE AV,Wells / Goodfellow,22,2 Story Brick Residence,63120,Residential,7762.5890505,48240005300
2715 BELT AV,Wells / Goodfellow,22,1 Story Brick Residence,63112,Residential,7791,45340006300
5916 WELLS AV,Hamilton Heights,22,2 Story Brick Two Family Flat,63112,Residential,8281.059586,38360001500
3423 ARLINGTON AV,Wells / Goodfellow,22,1 Story Frame Residence,63120,Residential,8576.630172,45200003200
2853 SEMPLE AV,Wells / Goodfellow,22,1 Story Frame Residence,63120,Residential,8635,48240004000
2822 BELT AV,Wells / Goodfellow,22,1 Story Brick Residence,63120,Residential,8640,48240001800
3326 SEMPLE AV,Wells / Goodfellow,22,1 Story Frame Residence,63120,Residential,8650,45200000900
2838 ARLINGTON AV,Wells / Goodfellow,22,2 Story Frame Residence,63120,Residential,10555,45170507300
5916 PAGE BLVD,West End,22,2 Story Brick Residence,63112,Residential,11139,38331801500
1931 BURD AV,Wells / Goodfellow,22,2 Story Brick Six Family Flat,63112,Residential,12801,45310003800
455 WALSH ST,Dutchtown,25,2 Story Brick Two Family Flat,63111,Residential,6732,28010001150
5101 WICKLOW PL,Mount Pleasant,25,1 Story Brick Residence,63111,Residential,7029,28000401050
