Address,Neighborhood,Ward,Description,ZipCode,Usage,Lot Square Feet,ParcelId
4127 LEXINGTON AV,The Greater Ville,4,1 Story Frame Residence,63115,Residential,4430.307536,44410702500
2406 MARCUS AV,The Greater Ville,4,2 Story Brick Residence,63113,Residential,4460.384813,44720003100
4131 LEXINGTON AV,The Greater Ville,4,1 Story Brick Residence,63115,Residential,4475,44410702700
4716 ST LOUIS AV,Kingsway East,4,2 Story Brick Two Family Flat,63115,Residential,4487.4786985,50140003200
4253 W PAGE BLVD,Vandeventer,4,2.5 Story Brick Residence,63113,Residential,4489.96,37290007300
4227 W LEXINGTON AV,The Greater Ville,4,1 Story Brick Residence,63115,Residential,4500,44411001600
4241 W LEXINGTON AV,The Greater Ville,4,1 Story Brick Residence,63115,Residential,4500,44411002200
4816 ST LOUIS AV,Kingsway East,4,2 Story Brick Two Family Flat,63115,Residential,4500,50140000600
4319 PAGE BLVD,Vandeventer,4,2 Story Brick Residence,63113,Residential,4500,37260003400
4253 LEXINGTON AV,The Greater Ville,4,1.5 Story Brick Residence,63115,Residential,4500,44410902700
4563 GARFIELD AV,The Greater Ville,4,2 Story Brick Residence,63113,Residential,4510.739036,37190003200
4425 EVANS AV,Lewis Place,4,2 Story Brick Two Family Flat,63113,Residential,4523.108209,37240002900
4564 NORTH MARKET ST,The Greater Ville,4,2 Story Brick and Frame Residence,63113,Residential,4529,37190001100
4541 COTE BRILLIANTE AV,The Greater Ville,4,2 Story Brick Two Family Flat,63113,Residential,4567,37200004300
4232 ST LOUIS AV,The Ville,4,2 Story Brick Two Family Flat,63115,Residential,4575,36730001500
4220 EVANS AV,Vandeventer,4,2 Story Brick Residence,63113,Residential,4584,37290003600
4708 CUPPLES PL,Kingsway East,4,2 Story Frame Residence,63113,Residential,4600,44771102800
4726 CUPPLES PL,Kingsway East,4,1 Story Brick Residence,63113,Residential,4600,44771102400
1707 MARCUS AV,Kingsway East,4,2.5 Story Brick Residence,63113,Residential,4600.0397915,37800004500
3048 FAIR AV,The Greater Ville,4,2 Story Brick Four Family Flat,63115,Residential,4608,36240000900
4520 KENNERLY AV,The Greater Ville,4,1 Story Brick Residence,63113,Residential,4611.427666,37160002400
4802 LABADIE AV,Kingsway East,4,2 Story Brick Residence,63115,Residential,4640.5636515,44790000900
4540 GARFIELD AV,The Greater Ville,4,2 Story Brick Residence--National Register Nominee,63113,Residential,4646.8501425,37200001700
4774 LABADIE AV,Kingsway East,4,2 Story Brick Two Family Flat,63115,Residential,4652.5363195,44790001200
4336 N MARKET PL,The Ville,4,1 Story Brick Residence,63113,Residential,4784.2185975,36960001100
3136 N SARAH ST,The Greater Ville,4,2 Story Brick Four Family Flat,63115,Residential,4794,36250001000
4248 MAFFITT AV,The Ville,4,2 Story Brick Two Family Flat,63113,Residential,4845,36740001100
1215 N TAYLOR AV,Lewis Place,4,3 Story Brick Residence,63113,Residential,4950,45530502000
4520 PAGE BLVD,Lewis Place,4,2 Story Brick Residence,63113,Residential,4950.151713,45530501400
1218 WALTON AV,Lewis Place,4,2 Story Brick Two Family Flat,63113,Residential,4953.0409625,37730005500
4737 VERNON AV,Lewis Place,4,2 Story Brick Four Family Flat,63113,Residential,5050,37730004800
3027 NEW ASHLAND PL,The Greater Ville,4,2 Story FrameTwo Family Flat,63115,Residential,5085.347681,44660004500
4049 KENNERLY AV,The Greater Ville,4,2 Story Brick Four Family Flat,63113,Residential,5091,36510103800
4723 COTE BRILLIANTE AV,Kingsway East,4,2 Story Brick Residence,63113,Residential,5125.122842,37800005100
4645 LEDUC ST,The Greater Ville,4,2 Story Brick Residence,63113,Residential,5159.4905995,44730000800
2701 WHITTIER ST,The Ville,4,2 Story Brick Four Family Flat,63113,Residential,5177,36740003000
2938 N EUCLID AV,Kingsway East,4,2 Story Brick Residence,63115,Residential,5250,44800008900
3030 VINE GROVE AV,The Greater Ville,4,2.5 Story Brick Residence,63115,Residential,5279.896411,36200001000
4050 COTE BRILLIANTE AV,The Greater Ville,4,2 Story Brick Four Family Flat,63113,Residential,5334.321528,36570000200
4265 MAFFITT AV,The Ville,4,2 Story Brick Two Family Flat,63113,Residential,5337.5,36730004500
4251 LEXINGTON AV,The Greater Ville,4,1 Story Brick Residence,63115,Residential,5400,44410902600
4851 LABADIE AV,Kingsway East,4,2 Story Brick Two Family Flat,63115,Residential,5425,44800007900
4567 KENNERLY AV,The Greater Ville,4,1 Story Brick Residence,63113,Residential,5437,37150004800
4228 W DR MARTIN LUTHER KING DR,Vandeventer,4,2 Story Brick Residence,63113,Residential,5452,37280000700
4358 PAGE BLVD,Vandeventer,4,2 Story Brick 2 Family and 1 Story Brick Residence,63113,Residential,5475,45550000600
4537 ASHLAND AV,The Greater Ville,4,2 Story Brick Two Family Flat,63115,Residential,5478,44480603400
4844 LEDUC ST,Kingsway East,4,1 Story Brick Residence,63113,Residential,5610,44880001500
4830 LABADIE AV,Kingsway East,4,2 Story Brick Residence,63115,Residential,5613,44790000100
4216 W COTE BRILLIANTE AV,The Ville,4,2 Story Brick Four Family Flat,63113,Residential,5665.7904455,36830001900
4270 LABADIE AV,The Greater Ville,4,2 Story Brick Four Family Flat,63115,Residential,5700,36720000550
4126 ST LOUIS AV,The Ville,4,2.5 Story Brick Residence,63115,Residential,5700,36680001000
4834 LEDUC ST,Kingsway East,4,1 Story Brick Residence,63113,Residential,5722.586716,37800000100
4705 ST LOUIS AV,Kingsway East,4,2 Story Brick Four Family Flat,63115,Residential,5755,44790003200
3949 ASHLAND AV,The Greater Ville,4,2 Story Brick Four Family Flat,63107,Residential,5761,51890003600
3216 N NEWSTEAD AV,The Greater Ville,4,2 Story Brick Residence,63115,Residential,5774.3493055,36190003100
4030 GARFIELD AV,The Greater Ville,4,1 Story Brick Residence,63113,Residential,5805,36560000900
4749 LEDUC ST,Kingsway East,4,1 Story Brick Residence,63113,Residential,5890,37810004700
3951 ALDINE AV,The Greater Ville,4,2 Story Brick Four Family Flat,63113,Residential,5912.269883,36380001800
4252 W NORTH MARKET ST,The Ville,4,2 Story Brick Residence,63113,Residential,5931.270814,36850001150
2819 N TAYLOR AV,The Greater Ville,4,2 Story Brick Six Family Flat,63115,Residential,6130.83929,37140003200
4715 COTE BRILLIANTE AV,Kingsway East,4,2 Story Brick Two Family Flat,63113,Residential,6150,37800004900
4822 GREER AV,Kingsway East,4,2 Story Brick Residence,63115,Residential,6200,44800001310
3037 CLARENCE AV,The Greater Ville,4,1.5 Story Frame Residence,63115,Residential,6274,36200004300
4155 MAFFITT AV,The Ville,4,2 Story Brick Residence,63113,Residential,6290.7951355,36680003300
4272 W ALDINE AV,The Ville,4,2 Story Brick Four Family Flat,63113,Residential,6330,36820000200
4233 ALDINE AV,The Ville,4,2 Story Frame Two Family Flat,63113,Residential,6362,36800002400
4574 ALDINE AV,The Greater Ville,4,2 Story Frame Residence,63113,Residential,6388,37230000800
1701 MARCUS AV,Kingsway East,4,2.5 Story Brick Residence,63113,Residential,6399.9490765,37800004800
4431 COTTAGE AV,The Ville,4,1 Story Frame Residence,63113,Residential,6428.0367825,37060003300
4345 ST FERDINAND AV,The Ville,4,1 Story Frame Residence,63113,Residential,6517.4483655,36940003610
4237 LABADIE AV,The Greater Ville,4,2 Story Brick Four Family Flat,63115,Residential,6520,44670406200
4364 GARFIELD AV,The Ville,4,2 Story Frame Residence,63113,Residential,6525,36970000200
4617 N MARKET PL,The Greater Ville,4,2.5 Story Brick Residence,63113,Residential,6525.1541275,37180007200
4578 COTE BRILLIANTE AV,The Greater Ville,4,2 Story Brick Four Family Flat,63113,Residential,6580,37210000500
1728 WHITTIER ST,The Ville,4,1 Story Brick Residence,63113,Residential,6701.718108,36610001200
4054 COTE BRILLIANTE AV,The Greater Ville,4,2 Story Brick Six Family Flat,63113,Residential,6900.0076355,36570000100
4314 LEXINGTON AV,The Greater Ville,4,2 Story Brick Four Family Flat,63115,Residential,7100.139275,44440000700
4743 COTE BRILLIANTE AV,Kingsway East,4,2 Story Brick Two Family Flat,63113,Residential,7175,37800005600
4263 W ALDINE AV,The Ville,4,2 Story Brick Rowhouse-6 Units,63113,Residential,7289.302667,36830004600
4596 GARFIELD AV,The Greater Ville,4,2 Story Brick Residence,63113,Residential,7651.3196865,37200000100
4739 LABADIE AV,Kingsway East,4,2 Story Brick Two Family Flat,63115,Residential,7750,44800005500
4229 PAGE BLVD,Vandeventer,4,2 Story Brick Four Family Flat,63113,Residential,8026,37290005200
4223 EVANS AV,Vandeventer,4,2 Story Brick Residence,63113,Residential,8378,37280003400
3040 WHITTIER ST,The Greater Ville,4,2 Story Brick Six Family Flat,63115,Residential,8414.5628415,36230000800
4843 LABADIE AV,Kingsway East,4,2 Story Brick Residence,63115,Residential,8990,44800007700
4801 COTE BRILLIANTE AV,Kingsway East,4,2 Story Brick Residence,63113,Residential,9225,37800006400
4461 ASHLAND AV,The Greater Ville,4,2 Story Brick Residence,63115,Residential,10117,44470402500
2800 N TAYLOR AV,The Ville,4,2 Story Brick Four Family Flat,63115,Residential,12245.4478795,37080002700
1449 CHAMBERS ST,Old North St. Louis,5,Rear 2 Story Brick Residence,63106,Residential,2804.47461,6200001400
1445 CHAMBERS ST,Old North St. Louis,5,2 Story Brick Residence,63106,Residential,2804.5016755,6200001200
1408 BENTON ST,Old North St. Louis,5,2 Story Brick Partially Demolished Rowhouse,63106,Residential,2813,11130000900
2018 PALM ST,Old North St. Louis,5,2 Story Brick Four Family Flat--ONSLRG-RFP,63107,Residential,3530.287587,11380000200
1404 MONROE ST,Old North St. Louis,5,2 Story Brick Four Family Flat,63106,Residential,3937,06240000900
2317 NEBRASKA AV,Tower Grove East,6,2 Story Brick Garage/Carriage House,63104,Residential,1464.457204,20810001700
2821 HICKORY ST,The Gate District,6,1 Story Brick Residence,63104,Residential,2360,12600001400
2350 MICHIGAN AV,Tower Grove East,6,1 Story Brick Residence,63104,Residential,2510.064739,14310000500
2631 ALLEN AV,Fox Park,6,2 Story Brick Residence,63104,Residential,2991,13220002300
2803 HICKORY ST,The Gate District,6,2 Story Brick Residence,63104,Residential,3000,12600000800
2759 CAROLINE ST,The Gate District,6,2 Story Brick Residence,63104,Residential,3125,18180004600
2739 ALLEN AV,Fox Park,6,1 Story Frame Residence,63104,Residential,3125,13180003400
2356 MICHIGAN AV,Tower Grove East,6,2 Story Brick Residence,63104,Residential,3138,14310000200
2926 PENNSYLVANIA AV,Tower Grove East,6,2 Story Brick Residence At Rear Of Lot aka 2915 Crittenden,63118,Residential,6379.476892,19990000100
2229 LYNCH ST,Benton Park,9,1 Story Brick Attached Rowhouse,63118,Residential,1182.2023315,18030004700
3533 MISSOURI AV,Marine Villa,9,1 Story Frame Residence,63118,Residential,3062,15570002400
2924 MCNAIR AV,Benton Park,9,1 Story Brick Residence,63118,Residential,3069.7296915,19690000300
3104 WYOMING ST,Benton Park West,9,2 Story Brick Two Family Flat,63118,Residential,3125,15040002300
3420 TENNESSEE AV,Benton Park West,9,2 Story Brick Residence,63118,Residential,3125,15860001300
2019 MIAMI ST,Marine Villa,9,2 Story Brick Residence,63118,Residential,3148.2875755,15530003800
2021 MIAMI ST,Marine Villa,9,1 Story Brick Residence,63118,Residential,3149.95252,15530003900
4215 CALIFORNIA AV,Mount Pleasant,9,2 Story Brick Two Family Flat,63111,Residential,3195.56,26590002300
3330 IOWA AV,Benton Park West,9,3 Story Brick 2 Famiy Flat & 2 Story Brick Residence,63118,Residential,3467,15150000500
3315 LEMP AV,Benton Park,9,2.5 Story Brick Four Family Flat,63118,Residential,6250,15330001700
7138 ALABAMA AV,Carondelet,11,1 Story Frame Residence,63111,Residential,2850,30330000600
7810 MINNESOTA AV,Patch,11,1 Story Brick Attached Rowhouse,63111,Residential,3437,31300002100
212 W STEINS ST,Patch,11,1 Story Frame Residence,63111,Residential,3498.81,30960000400
8518 WATER ST,Patch,11,1 Story Frame Residence,63111,Residential,6020,32330000200
3721 PHILLIPS PL,Tower Grove South,15,2 Story Frame Residence,63116,Residential,3687,41810001200
3884 FAIRVIEW AV,Tower Grove South,15,2 Story Brick Two Family Flat,63116,Residential,4341,41870000400
4341 HUNT AV,Forest Park Southeast,17,1 Story Brick Residence,63110,Residential,3125,39820003900
4227 SWAN AV,Forest Park Southeast,17,2 Story Brick Residence,63110,Residential,3125.06,39720002700
4421 VISTA AV,Forest Park Southeast,17,1 Story Brick Residence,63110,Residential,3247.3031695,39800003100
4361 HUNT AV,Forest Park Southeast,17,1 Story Brick Residence,63110,Residential,3300,39820004700
4485 VISTA AV,Forest Park Southeast,17,1.5 Story Frame Residence,63110,Residential,4313.857224,39800005000
4734 MCMILLAN AV,Lewis Place,18,2 Story Brick Two Family Flat,63108,Residential,1722.556483,50570000300
4708 KENSINGTON PL,Lewis Place,18,2 Story Brick Attached Row House,63108,Residential,2538,37610601800
5101 ENRIGHT AV,Academy,18,2 Story Brick Residence,63108,Residential,2617.5107645,48430003300
3733 EVANS AV,Covenant Blu / Grand Center,18,2 Story Brick Two Family Flat,63113,Residential,2650.911658,18660003000
3705 EVANS AV,Covenant Blu / Grand Center,18,,63113,Residential,2748,18660001900
4308 COOK AV,Vandeventer,18,2.5 Story Brick Attached Row House,63113,Residential,2925,45580002100
3943 FINNEY AV,Vandeventer,18,2 Story Brick Residence,63113,Residential,3155,37420005700
3744 PAGE BLVD,Covenant Blu / Grand Center,18,Half of a Two Story Brick Four Family Flat,63113,Residential,3250,37360000900
3746 PAGE BLVD,Covenant Blu / Grand Center,18,Half of a 2 Story Brick Four Family Flat,63113,Residential,3250,37360000800
5065 MINERVA AV,Academy,18,2.5 Story Brick Residence,63113,Residential,3300,37900005000
4562 ENRIGHT AV,Lewis Place,18,2 Story Brick Residence,63108,Residential,3562,37600002600
4468 WEST BELLE PL,Lewis Place,18,3 Story Brick Residence,63108,Residential,3629.9241815,45700000600
4212 W COOK AV,Vandeventer,18,2 Story Brick Residence,63113,Residential,3645.4606575,37460001900
4252 W COOK AV,Vandeventer,18,2 Story Brick Two Family Flat,63113,Residential,3712.49,37460000600
4154 C D BANKS AV,Vandeventer,18,1 Story Brick Residence,63113,Residential,3750,45660000800
4136 C D BANKS AV,Vandeventer,18,1 Story Brick Two Family,63113,Residential,3750,45660001400
3852 EVANS AV,Covenant Blu / Grand Center,18,2 Story Brick Two Family Flat,63113,Residential,3805,37350000800
3820 EVANS AV,Covenant Blu / Grand Center,18,1 Story Brick Residence,63113,Residential,3982,37350001800
3956 C D BANKS AV,Vandeventer,18,1 Story Brick Residence,63113,Residential,3989.2441965,45650002500
3971 COOK AV,Vandeventer,18,2 Story Brick Residence,63113,Residential,4000,37410005100
4233 COOK AV,Vandeventer,18,2 Story Brick Two Family Flat,63113,Residential,4062,37450005100
3826 PAGE BLVD,Covenant Blu / Grand Center,18,2 Story Brick Residence,63113,Residential,4125,37390002100
5167 ENRIGHT AV,Academy,18,2 Story Brick Residence,63108,Residential,4250.045295,48430005300
4640 NEWBERRY TERR,Lewis Place,18,2.5 Story Brick Two Family Flat,63113,Residential,4250.6396725,45530600300
4700 NEWBERRY TER,Lewis Place,18,2 Story Brick Residence & 1 Story Brick Commercial Building,63113,Residential,4574.73,45520001507
4008 COOK AV,Vandeventer,18,2 Story Brick Residence,63113,Residential,4620,37420002100
5009 MAPLE AV,Academy,18,2 Story Brick Two Family Flat,63113,Residential,4821,51530002400
1128 BAYARD AV,Fountain Park,18,2 Story Brick Residence,63113,Residential,4863.3347845,37710000400
4051 ENRIGHT AV,Vandeventer,18,2 Story Brick Residence,63108,Residential,4973,37540006300
1211 WALTON AV,Fountain Park,18,1 Story Frame Residence,63113,Residential,5000.456014,37710003900
4924 FOUNTAIN AV,Fountain Park,18,2 Story Brick Residence,63113,Residential,5100,37640503100
5105 ENRIGHT AV,Academy,18,2 Story Brick Residence,63108,Residential,5553.5025715,48430003400
3836 EVANS AV,Covenant Blu / Grand Center,18,1 Story Brick Residence,63113,Residential,5629.462719,37350001400
3803 WINDSOR PL,Covenant Blu / Grand Center,18,0.132 Acres,63113,Residential,5740,37470003370
5146 CATES AV,Academy,18,2 Story Brick/Stone Residence,63108,Residential,5778,48420001100
4036 WEST BELLE PL,Vandeventer,18,2 Story Brick Four Family Flat,63108,Residential,5782,37540000800
4201 W COOK AV,Vandeventer,18,2.5 Story Brick Residence,63113,Residential,6666.83425,37450005600
4011 FINNEY AV,Vandeventer,18,2 Story Brick Residence,63113,Residential,7000,37420007100
3849 EVANS AV,Covenant Blu / Grand Center,18,Four 2 Story Brick 6 Family Flats,63113,Residential,31880,37340001300
3618 ALDINE AV,JeffVanderLou,19,2 Story Brick Residence,63113,Residential,3125,18810000900
3306 ST VINCENT AV,The Gate District,19,2 Story Brick Residence,63104,Residential,3220,12830000800
3728 SALENA ST,Marine Villa,20,1 Story Brick Residence,63118,Residential,2000,16670601100
3715 MARINE AV,Marine Villa,20,3 Story Brick Residence,63118,Residential,2015,16670602600
3655 WISCONSIN AV,Marine Villa,20,1.5 Story Brick Residence,63118,Residential,2140,16610002500
3740 OHIO AV,Gravois Park,20,2 Story Brick Residence,63118,Residential,2348,16460000200
4021 CALIFORNIA AV,Dutchtown,20,1 Story Brick Residence,63118,Residential,2496,26020002000
2845 WINNEBAGO ST,Gravois Park,20,1.5 Story Brick Residence,63118,Residential,2757.99,16350003700
3823 MISSOURI AV,Marine Villa,20,1 Story Brick Residence,63118,Residential,2875,16560002700
3719 TEXAS AV,Gravois Park,20,1 Story Frame Residence,63118,Residential,2925,16460001900
2125 CHIPPEWA ST,Marine Villa,20,2 Story Brick Two Family Flat,63118,Residential,2997.9,16550003000
3706 CALIFORNIA AV,Gravois Park,20,1 Story Brick Residence,63118,Residential,3011.598041,16400001400
4033 CALIFORNIA AV,Dutchtown,20,1 Story Brick Residence,63118,Residential,3058,26020002600
3633 S COMPTON AV,Gravois Park,20,2 Story Brick Residence,63118,Residential,3121,16180002900
3928 CALIFORNIA AV,Dutchtown,20,1 Story Brick Residence,63118,Residential,3125,25670000500
3737 S COMPTON AV,Gravois Park,20,1 Story Brick Residence,63118,Residential,3125,16190003000
3443 PENNSYLVANIA AV,Gravois Park,20,1 Story Brick Residence,63118,Residential,3126,15770003600
3728 OREGON AV,Gravois Park,20,2 Story Brick Residence,63118,Residential,3177,16370000600
3729 OREGON AV,Gravois Park,20,1 Story Brick Residence,63118,Residential,3188,16340002100
3745 TEXAS AV,Gravois Park,20,1 Story Frame Residence,63118,Residential,3288,16460002800
3644 OREGON AV,Gravois Park,20,1.5 Story Frame Residence,63118,Residential,3368.7275895,16360000200
3843 MISSOURI AV,Marine Villa,20,1.5 Story Frame Residence,63118,Residential,3450,16560003500
3712 NEBRASKA AV,Gravois Park,20,1.5 Story Brick Residence,63118,Residential,3965.82,16340000900
2210 KEOKUK ST,Marine Villa,20,2.5 Story Brick Residence,63118,Residential,4781,25620001200
3819 MISSOURI AV,Marine Villa,20,2 Story Brick Two Family Flat,63118,Residential,4795,16560002600
2819 WINNEBAGO ST,Gravois Park,20,1 Story Frame Residence,63118,Residential,5000,16360002200
2823 GASCONADE ST,Dutchtown,20,2 Story Brick Four Family Flat,63118,Residential,6075,26020003800
5116 N 20TH ST,College Hill,21,2 Story Brick Two Family Flat,63107,Residential,1579.749457,33590004100
2150 E COLLEGE AV,College Hill,21,2.5 Story Brick Residence,63107,Residential,1922.290313,33930001800
2024 ALICE AV,O'Fallon,21,2 Story Brick Residence,63107,Residential,2023,35370000800
3611 N NEWSTEAD AV,The Greater Ville,21,2 Story Brick Two Family Flat,63115,Residential,2192,44460302000
3605 N NEWSTEAD AV,The Greater Ville,21,2 Story Brick Two Family Flat,63115,Residential,2193,44460302300
3617 N NEWSTEAD AV,The Greater Ville,21,2 Story Brick Two Family Flat,63115,Residential,2195,44460301800
5315 CONDE ST,College Hill,21,2 Story Brick Two Family Flat,63107,Residential,2205.634731,33990003400
4024 PENROSE ST,O'Fallon,21,2 Story Brick Two Family Flat,63107,Residential,2396.91855,35760001300
2040 ALICE AV,O'Fallon,21,2 Story Brick Four Family Flat,63107,Residential,2470.291208,35370000200
4015 CAMELLIA AV,Penrose,21,1 Story Brick Residence,63115,Residential,2500,55950002700
4214 PENROSE ST,O'Fallon,21,1 Story Brick Residence,63115,Residential,2525,35730302800
4120 W PENROSE ST,O'Fallon,21,2 Story Brick Residence,63115,Residential,2525,35730304600
4370 PENROSE ST,O'Fallon,21,1.5 Story Brick Residence,63115,Residential,2525,35730400700
4146 W PENROSE ST,O'Fallon,21,2 Story Frame Residence,63115,Residential,2525,35730303700
4216 PENROSE ST,O'Fallon,21,2 Story Brick Two Family Flat,63115,Residential,2527,35730302700
4437 LEE AV,Penrose,21,1 Story Brick Residence,63115,Residential,2599,44130005100
4257 MARGARETTA AV,O'Fallon,21,1 Story Brick Residence,63115,Residential,2687,50380001600
4236 W KOSSUTH AV,O'Fallon,21,1 Story Brick Residence,63115,Residential,2690,44370000200
4461 PENROSE ST,Penrose,21,1 Story Brick Residence,63115,Residential,2695,44161705200
4435 PENROSE ST,Penrose,21,1 Story Brick Residence,63115,Residential,2700,44161704300
4155 LEE AV,O'Fallon,21,2 Story Brick Residence,63115,Residential,2715,35750003410
4138 LEA PL,O'Fallon,21,1 Story Brick and Frame Residence,63115,Residential,2725,44290002400
4437 PENROSE ST,Penrose,21,1 Story Brick Residence,63115,Residential,2731.586,44161704400
4249 CLAY AV,O'Fallon,21,1 Story Frame Residence,63115,Residential,2750,48970001600
4246 CLAY AV,O'Fallon,21,1 Story Brick Residence,63115,Residential,2750,48990002600
4251 CLAY AV,O'Fallon,21,2 Story Frame Residence,63115,Residential,2750.070836,48970001500
4228 W FARLIN AV,O'Fallon,21,1 Story Brick Residence,63115,Residential,2759.483552,50370000600
4463 LEE AV,Penrose,21,1 Story Brick Residence,63115,Residential,2777,44130006300
3714 CORA AV,Penrose,21,2 Story Frame Residence,63115,Residential,2783,44090203400
2141 E WARNE AV,O'Fallon,21,2 Story Brick Residence,63107,Residential,2888.0843485,35440002000
4011 N TAYLOR AV,Penrose,21,1 Story Brick Residence,63115,Residential,2889,56690002800
4494 PENROSE ST,Penrose,21,1.5 Story Brick Residence,63115,Residential,2891.5,44130000300
4663 PALM ST,The Greater Ville,21,1 Story Brick Residence,63115,Residential,2916,44501502100
4152 LEE AV,O'Fallon,21,2 Story Frame Residence,63115,Residential,3000,44290000600
4152 LEE AV,O'Fallon,21,2 Story Frame Residence,63115,Residential,3000,44290000600
4223 W KOSSUTH AV,O'Fallon,21,1 Story Brick Residence,63115,Residential,3022,44250002900
4117 HULL PL,O'Fallon,21,2 Story Frame Residence,63107,Residential,3025,35970001800
4138 W PENROSE ST,O'Fallon,21,1.5 Story Frame Residence,63115,Residential,3030,35730304000
4126 W PENROSE ST,O'Fallon,21,1 Story Brick Residence,63115,Residential,3030,35730304400
4139 W LEE AV,O'Fallon,21,1 Story Brick Residence,63115,Residential,3032.689,35730306400
4028 N TAYLOR AV,Penrose,21,1 Story Brick Residence,63115,Residential,3048,55950000600
4124 RED BUD AV,O'Fallon,21,2 Story Frame Residence,63115,Residential,3125,44270000700
4248 LEE AV,O'Fallon,21,1 Story Brick Residence,63115,Residential,3125,44260301300
4515 MARY AV,O'Fallon,21,1 Story Brick Residence,63107,Residential,3125,35460004300
4441 FARLIN AV,Penrose,21,2 Story Brick Residence,63115,Residential,3125,44110103400
4519 MARY AV,O'Fallon,21,1 Story Brick Residence,63107,Residential,3125,35460004100
4260 LEE AV,O'Fallon,21,2 Story Frame Residence,63115,Residential,3125,44260300900
4652 SHIRLEY PL,Penrose,21,1 Story Brick Residence,63115,Residential,3125,44191002200
4326 ROSALIE ST,O'Fallon,21,2 Story Brick Residence,63115,Residential,3135,35600002600
1905 E DESOTO AV,College Hill,21,2 Story Brick Two Family Flat,63107,Residential,3198.028724,33590003100
4026 LEE AV,O'Fallon,21,2 Story Frame Residence,63107,Residential,3216,35960000800
3606 N TAYLOR AV,The Greater Ville,21,2 Story Brick Two Family Flat,63115,Residential,3221,44460403900
4449 BESSIE AV,Penrose,21,2 Story Frame Residence,63115,Residential,3225,44161604100
4124 RUSH PL,O'Fallon,21,1 Story Brick Residence,63115,Residential,3228,44260300500
4045 SHREVE AV,Penrose,21,2 Story Brick Two Family Flat,63115,Residential,3240,43890202900
4445 BESSIE AV,Penrose,21,2 Story Frame Residence,63115,Residential,3240,44161604000
4645 PALM ST,The Greater Ville,21,1 Story Brick Residence,63115,Residential,3240,44501501500
2012 E LINTON AV,College Hill,21,2 Story Brick Two Family Flat,63107,Residential,3289.057758,33580001300
4126 HULL PL,O'Fallon,21,1 Story Frame Residence,63107,Residential,3378.467438,35960000500
4021 LEE AV,O'Fallon,21,1 Story Brick Residence,63107,Residential,3430,35760002500
2124 ALICE AV,O'Fallon,21,1 Story Brick Residence,63107,Residential,3446.213994,35440000800
4129 W PENROSE ST,O'Fallon,21,1 Story Brick Residence,63115,Residential,3500,35660002700
4151 PENROSE ST,O'Fallon,21,1.5 Story Brick Residence,63115,Residential,3500,48960004100
1906 LINTON AV,College Hill,21,1 Story Brick Residence,63107,Residential,3560.744869,33590000900
2037 ALICE AV,O'Fallon,21,2.5 Story Brick Residence,63107,Residential,3563,35380002600
4016 DRYDEN AV,Penrose,21,2 Story Brick Residence,63115,Residential,3581,56690000600
4409 RICHARD PL,Penrose,21,1 Story Brick Residence,63115,Residential,3600,44180204200
4514 ALICE AV,O'Fallon,21,1 Story Brick Residence,63115,Residential,3625,35460000600
4418 SAN FRANCISCO AV,Penrose,21,1 Story Brick Residence,63115,Residential,3662,44090101800
2039 E ALICE AV,O'Fallon,21,2.5 Story Brick Residence,63107,Residential,3670.931688,35380002700
2153 E COLLEGE AV,College Hill,21,2 Story Brick Residence,63107,Residential,3738.562514,33980002200
4436 FARLIN AV,Penrose,21,1 Story Brick Residence,63115,Residential,3745,44110201000
4544 CARTER AV,Penrose,21,1 Story Brick Residence,63115,Residential,3750,44150701100
4181 FARLIN AV,O'Fallon,21,2 Story Brick Residence,63115,Residential,3780,44350002600
4453 MARGARETTA AV,Penrose,21,2 Story Brick Two Family Flat,63115,Residential,3797,44110202500
2151 E COLLEGE AV,College Hill,21,1 Story Brick Residence,63107,Residential,3802,33980002100
4040 GREEN LEA PL,O'Fallon,21,1 Story Brick Residence,63107,Residential,3803.011026,49000000200
4117 W PENROSE ST,O'Fallon,21,1 Story Brick Residence,63115,Residential,3863,35660002200
4237 W MARGARETTA AV,O'Fallon,21,1 Story Frame Residence,63115,Residential,3879,50370002400
4157 ROSALIE ST,O'Fallon,21,2 Story Brick Four Family Flat,63115,Residential,3912.179373,35480004800
4148 FARLIN AV,O'Fallon,21,2 Story Brick Two Family Flat,63115,Residential,3935.77,50390001400
4557 MARY AV,O'Fallon,21,2 Story Brick Two Family Flat,63107,Residential,3953.231341,35460002700
4125 PENROSE ST,O'Fallon,21,2 Story Frame Residence,63115,Residential,4022.3672835,48960003000
4446 KENNETH PL,Penrose,21,1 Story Brick Residence,63115,Residential,4058,44191000300
4116 HARRIS AV,O'Fallon,21,2 Story Brick Two Family Flat,63115,Residential,4064.499,44280004200
2138 LINTON AV,College Hill,21,2 Story Brick Residence,63107,Residential,4099.311719,33570001500
4332 LEE AV,O'Fallon,21,2 Story Brick Four Family Flat,63115,Residential,4155,44250000300
2161 E WARNE AV,O'Fallon,21,2 Story Brick Two Family Flat,63107,Residential,4204.7577565,35440002800
3918 N TAYLOR AV,Penrose,21,1 Story Brick Residence,63115,Residential,4209,44100103500
4232 W KOSSUTH AV,O'Fallon,21,1 Story Brick Residence,63115,Residential,4280,44370000400
4709 ANDERSON AV,Penrose,21,1 Story Brick Residence,63115,Residential,4301,44030201200
